Over18,BusinessTravel,EducationField,Department,Gender,JobRole,MaritalStatus,OverTime,Age,EnvironmentSatisfaction,Education,HourlyRate,JobInvolvement,JobLevel,DistanceFromHome,JobSatisfaction,EmployeeCount,MonthlyIncome,MonthlyRate,NumCompaniesWorked,EmployeeNumber,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate,Attrition
Y,Travel_Frequently,Life Sciences,Sales,Male,Sales Representative,Married,No,30,2,4,74,2,1,12,1,1,2033,14470,1,648,18,3,3,80,1,1,2,4,1,0,0,0,448,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,Yes,34,2,2,83,2,1,1,4,1,3622,22794,1,649,13,3,4,80,1,6,3,3,6,5,1,3,254,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Divorced,No,31,2,4,46,3,2,13,1,1,4233,11512,2,650,17,3,3,80,0,9,2,1,3,1,1,2,1365,Yes
Y,Travel_Rarely,Other,Research & Development,Male,Laboratory Technician,Single,No,35,1,2,54,2,2,25,4,1,3681,14004,4,652,14,3,4,80,0,9,3,3,3,2,0,2,538,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Divorced,No,31,1,4,66,4,2,6,4,1,5460,6219,4,653,22,4,4,80,2,13,4,4,7,7,5,7,525,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Divorced,No,27,1,4,66,2,1,6,3,1,2187,5013,0,655,12,3,3,80,2,6,5,2,5,3,0,3,798,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Married,Yes,37,4,3,75,3,2,2,3,1,9602,3010,4,656,11,3,3,80,1,17,3,2,3,0,1,0,558,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Single,No,20,4,3,83,2,1,1,2,1,2836,11757,1,657,13,3,4,80,0,1,0,4,1,0,0,0,959,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Healthcare Representative,Married,No,42,3,4,81,3,2,2,4,1,4089,5718,1,659,13,3,2,80,2,10,4,3,10,2,2,2,622,No
Y,Travel_Rarely,Other,Research & Development,Male,Research Director,Divorced,Yes,43,2,4,50,2,4,6,4,1,16627,2671,4,661,14,3,3,80,1,21,3,2,1,0,0,0,782,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Single,No,38,3,1,43,3,1,1,1,1,2619,14561,3,662,17,3,4,80,0,8,3,2,0,0,0,0,362,No
Y,Travel_Frequently,Medical,Research & Development,Male,Laboratory Technician,Divorced,Yes,43,4,5,72,3,2,9,3,1,5679,19627,3,663,13,3,2,80,1,10,3,3,8,7,4,7,1001,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manager,Married,No,48,4,4,40,2,4,1,1,1,15402,17997,7,664,11,3,1,80,1,21,3,1,3,2,0,2,1236,No
Y,Travel_Rarely,Life Sciences,Human Resources,Female,Human Resources,Single,No,44,1,4,50,2,2,1,3,1,5985,26894,4,665,11,3,2,80,0,10,1,4,2,2,0,2,1112,No
Y,Travel_Rarely,Technical Degree,Sales,Female,Sales Representative,Divorced,Yes,34,3,3,31,3,1,14,3,1,2579,2912,1,666,18,3,4,80,2,8,3,3,8,2,0,6,204,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Representative,Divorced,No,27,3,1,85,3,1,2,1,1,3041,16346,0,667,11,3,2,80,1,5,3,3,4,3,0,2,1420,Yes
Y,Travel_Rarely,Technical Degree,Sales,Male,Sales Representative,Single,No,21,3,1,49,3,1,22,3,1,3447,24444,1,669,11,3,3,80,0,3,2,3,3,2,1,2,1343,No
Y,Travel_Rarely,Other,Research & Development,Male,Manager,Married,Yes,44,4,4,35,3,5,3,4,1,19513,9358,4,671,12,3,1,80,1,26,2,4,2,2,0,1,1315,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Married,No,22,1,1,69,3,1,6,3,1,2773,12145,0,675,20,4,4,80,0,3,3,3,2,2,2,2,604,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Divorced,No,33,3,4,39,3,2,8,3,1,7104,20431,0,677,12,3,4,80,0,6,3,3,5,0,1,2,1216,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Married,Yes,32,1,4,92,3,2,9,4,1,6322,18089,1,679,12,3,4,80,1,6,2,2,6,4,0,5,646,No
Y,Travel_Frequently,Medical,Research & Development,Female,Research Scientist,Divorced,No,30,3,3,71,3,1,3,3,1,2083,22653,1,680,20,4,3,80,1,1,2,3,1,0,0,0,160,No
Y,Travel_Rarely,Medical,Sales,Female,Sales Executive,Single,No,53,4,1,34,3,2,1,1,1,8381,7507,7,682,20,4,4,80,0,18,2,4,14,7,8,10,238,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,No,34,2,5,42,3,1,1,4,1,2691,7660,1,683,12,3,4,80,1,10,4,2,10,9,8,8,1397,No
Y,Travel_Frequently,Life Sciences,Sales,Female,Sales Executive,Married,No,45,1,4,100,3,2,26,1,1,4286,5630,2,684,14,3,4,80,2,5,4,3,1,1,0,0,306,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Laboratory Technician,Married,Yes,26,3,3,71,3,1,6,4,1,2659,17759,1,686,13,3,3,80,1,3,2,3,3,2,0,2,991,No
Y,Travel_Rarely,Other,Research & Development,Male,Manufacturing Director,Married,No,37,3,3,36,3,3,3,3,1,9434,9606,1,689,15,3,3,80,1,10,2,3,10,7,7,8,482,No
Y,Travel_Rarely,Medical,Sales,Female,Sales Executive,Married,No,29,2,2,62,3,2,3,3,1,5561,3487,1,690,14,3,1,80,1,6,5,2,6,0,1,2,1176,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Single,No,35,2,4,82,1,2,6,4,1,6646,19368,1,691,13,3,2,80,0,17,3,3,17,11,11,8,1017,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Healthcare Representative,Divorced,No,33,3,3,30,3,2,6,4,1,7725,5335,3,692,23,4,3,80,1,15,2,1,13,11,4,7,1296,No
Y,Travel_Rarely,Medical,Human Resources,Male,Human Resources,Married,No,54,3,4,88,3,3,19,2,1,10725,6729,2,698,15,3,3,80,1,16,1,4,9,7,7,1,397,No
Y,Travel_Rarely,Medical,Research & Development,Male,Manufacturing Director,Divorced,Yes,36,2,2,48,2,2,9,2,1,8847,13934,2,699,11,3,3,80,1,13,2,3,3,2,0,2,913,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Single,No,27,1,4,54,2,1,3,4,1,2045,15174,0,700,13,3,4,80,0,5,0,3,4,2,1,1,1115,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Single,Yes,20,4,1,32,3,1,10,3,1,1009,26999,1,701,11,3,4,80,0,1,5,3,1,0,1,1,1362,Yes
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Research Scientist,Single,Yes,33,1,3,70,3,1,3,1,1,3348,3164,1,702,11,3,1,80,0,10,3,3,10,8,9,7,1076,Yes
Y,Non-Travel,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,35,3,3,41,2,1,3,3,1,1281,16900,1,704,18,3,3,80,2,1,3,3,1,0,0,0,727,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Married,No,23,1,3,58,4,1,4,1,1,2819,8544,2,705,16,3,1,80,1,5,3,4,3,2,0,2,885,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Married,No,25,4,3,57,4,2,8,2,1,4851,15678,0,707,22,4,3,80,1,4,4,3,3,2,1,2,810,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Single,No,38,4,4,46,2,2,7,4,1,4028,7791,0,709,20,4,1,80,0,8,2,3,7,7,0,5,243,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Research Scientist,Divorced,No,29,2,4,76,1,1,1,4,1,2720,18959,1,710,18,3,4,80,1,10,5,3,10,7,2,8,806,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Married,No,48,2,1,56,4,2,2,2,1,8120,18597,3,712,12,3,4,80,0,12,3,3,2,2,2,2,817,No
Y,Travel_Frequently,Medical,Sales,Female,Sales Executive,Divorced,Yes,27,4,1,71,4,2,3,4,1,4647,16673,1,714,20,4,2,80,2,6,3,3,6,5,0,4,1410,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Single,No,37,4,2,80,4,1,10,4,1,4680,15232,3,715,17,3,1,80,0,4,2,3,1,0,0,0,1225,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,Yes,50,4,1,74,4,1,28,3,1,3221,3297,1,716,11,3,3,80,3,20,3,3,20,8,3,8,1207,No
Y,Travel_Rarely,Medical,Research & Development,Female,Healthcare Representative,Single,No,34,4,3,46,2,3,9,2,1,8621,17654,1,717,14,3,2,80,0,9,3,4,8,7,7,7,1442,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Single,No,24,1,2,65,3,2,3,3,1,4577,24785,9,720,14,3,1,80,0,4,3,3,2,2,2,0,693,Yes
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Healthcare Representative,Single,No,39,4,4,80,2,2,2,3,1,4553,20978,1,721,11,3,1,80,0,20,4,3,20,7,11,10,408,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Single,No,32,4,3,55,3,2,10,4,1,5396,21703,1,722,12,3,4,80,0,10,2,2,10,7,0,8,929,No
Y,Travel_Frequently,Technical Degree,Sales,Male,Sales Executive,Married,Yes,50,2,2,50,3,2,8,3,1,6796,23452,3,723,14,3,1,80,1,18,4,3,4,3,1,3,562,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Healthcare Representative,Single,No,38,2,4,33,4,2,1,4,1,7625,19383,0,724,13,3,3,80,0,10,4,2,9,7,1,8,827,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Married,No,27,3,2,68,3,3,1,1,1,7412,6009,1,725,11,3,4,80,0,9,3,3,9,7,0,7,608,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Director,Single,No,32,3,2,39,3,3,3,4,1,11159,19373,3,727,15,3,4,80,0,10,6,3,7,7,7,7,1018,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Single,No,47,4,4,42,3,2,14,1,1,4960,11825,2,728,12,3,4,80,0,20,2,3,7,7,1,7,703,No
Y,Travel_Frequently,Life Sciences,Sales,Male,Sales Executive,Married,Yes,40,4,4,48,2,3,5,1,1,10475,23772,5,729,21,4,3,80,1,20,2,3,18,13,1,12,580,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Director,Married,No,53,3,3,59,4,4,7,3,1,14814,13514,3,730,19,3,3,80,0,32,3,3,5,1,1,3,970,No
Y,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Divorced,No,41,2,4,73,2,5,10,4,1,19141,8861,3,731,15,3,2,80,3,23,2,2,21,6,12,6,427,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Single,No,60,1,4,84,3,2,16,1,1,5405,11924,8,732,14,3,4,80,0,10,1,3,2,2,2,2,1179,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Manufacturing Director,Divorced,No,27,4,2,32,3,3,10,1,1,8793,4809,1,733,21,4,3,80,2,9,4,2,9,7,1,7,294,No
Y,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,No,41,4,3,59,2,5,1,3,1,19189,19562,1,734,12,3,2,80,1,22,3,3,22,7,2,10,314,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Representative,Married,No,50,4,4,54,3,1,8,2,1,3875,9983,7,738,15,3,4,80,1,4,2,3,2,2,2,2,316,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Single,Yes,28,1,2,67,1,1,1,2,1,2216,3872,7,741,13,3,4,80,0,10,4,3,7,7,3,7,654,Yes
Y,Non-Travel,Life Sciences,Research & Development,Female,Research Director,Married,No,36,1,3,63,4,3,8,1,1,11713,20335,9,742,14,3,1,80,1,10,2,3,8,7,0,5,427,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Single,Yes,38,3,3,81,3,3,1,3,1,7861,15397,4,743,14,3,4,80,0,10,4,4,1,0,0,0,168,No
Y,Non-Travel,Medical,Research & Development,Male,Laboratory Technician,Single,No,44,1,3,49,1,1,24,3,1,3708,2104,2,744,14,3,3,80,0,9,5,3,5,2,1,4,381,No
Y,Travel_Frequently,Medical,Sales,Female,Sales Executive,Divorced,Yes,47,4,3,49,3,4,3,3,1,13770,10225,9,746,12,3,4,80,2,28,2,2,22,2,11,13,217,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Divorced,No,30,3,5,99,3,2,27,4,1,5304,25275,7,747,23,4,4,80,1,10,2,2,8,7,7,7,501,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Representative,Single,No,29,3,3,99,3,1,10,3,1,2642,2755,1,749,11,3,3,80,0,1,6,3,1,0,0,0,1396,No
Y,Travel_Frequently,Medical,Research & Development,Male,Research Scientist,Divorced,Yes,42,3,3,57,4,1,19,3,1,2759,20366,6,752,12,3,4,80,0,7,2,3,2,2,2,2,933,Yes
Y,Travel_Frequently,Life Sciences,Sales,Male,Sales Executive,Married,No,43,4,3,47,2,2,15,4,1,6804,23683,3,754,18,3,3,80,1,7,5,3,2,2,2,2,775,No
Y,Travel_Rarely,Medical,Research & Development,Female,Healthcare Representative,Single,No,34,2,2,96,3,2,8,3,1,6142,7360,3,757,11,3,4,80,0,10,2,3,5,1,4,3,970,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,No,23,2,1,37,3,1,9,1,1,2500,4344,1,758,14,3,4,80,1,5,2,4,4,3,0,2,650,No
Y,Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,No,39,3,3,44,4,2,3,2,1,6389,18767,9,760,15,3,3,80,1,12,3,1,8,3,3,6,141,No
Y,Travel_Rarely,Medical,Research & Development,Male,Healthcare Representative,Married,No,56,3,3,81,3,4,9,4,1,11103,20420,7,762,11,3,3,80,0,30,1,2,10,7,1,1,832,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Single,Yes,40,4,1,86,2,1,2,4,1,2342,22929,0,763,20,4,4,80,0,5,2,2,4,2,2,3,804,No
Y,Travel_Rarely,Medical,Research & Development,Female,Healthcare Representative,Single,No,27,4,3,55,2,2,7,1,1,6811,23398,8,764,19,3,1,80,0,9,2,1,7,6,0,7,975,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Representative,Divorced,No,29,4,3,83,3,1,10,2,1,2297,17967,1,766,14,3,4,80,2,2,2,3,2,2,2,2,1090,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Single,No,53,4,3,86,3,2,6,4,1,2450,10919,2,769,17,3,4,80,0,19,4,3,2,2,2,2,346,No
Y,Non-Travel,Life Sciences,Research & Development,Female,Healthcare Representative,Divorced,No,35,4,4,61,3,2,2,1,1,5093,4761,2,771,11,3,1,80,1,16,2,4,1,0,0,0,1225,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,32,1,4,80,3,2,24,4,1,5309,21146,1,772,15,3,4,80,2,10,2,3,10,8,4,7,430,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Married,Yes,38,4,5,92,3,1,2,3,1,3057,20471,6,773,13,3,2,80,1,6,0,1,1,0,0,1,268,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Divorced,No,34,2,5,32,3,2,8,1,1,5121,4187,3,775,14,3,3,80,1,7,3,3,0,0,0,0,167,No
Y,Travel_Rarely,Marketing,Sales,Male,Manager,Married,No,52,3,4,31,2,4,3,1,1,16856,10084,1,776,11,3,1,80,0,34,3,4,34,6,1,16,621,No
Y,Travel_Rarely,Other,Research & Development,Male,Research Scientist,Single,Yes,33,4,4,63,3,1,1,4,1,2686,5207,1,780,13,3,3,80,0,10,2,2,10,9,7,8,527,Yes
Y,Travel_Rarely,Medical,Sales,Female,Sales Executive,Single,No,25,3,1,32,3,2,26,4,1,6180,22807,1,781,23,4,2,80,0,6,5,2,6,5,1,4,883,No
Y,Travel_Rarely,Technical Degree,Sales,Male,Sales Representative,Single,No,45,2,2,46,1,2,2,3,1,6632,12388,0,783,13,3,1,80,0,9,3,3,8,7,3,1,954,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Single,No,23,1,1,79,4,1,10,3,1,3505,19630,1,784,18,3,4,80,0,2,3,3,2,2,0,2,310,No
Y,Travel_Frequently,Life Sciences,Sales,Female,Sales Executive,Single,Yes,47,2,2,77,4,2,27,3,1,6397,10339,4,785,12,3,4,80,0,8,2,3,5,4,1,3,719,Yes
Y,Travel_Rarely,Other,Sales,Male,Sales Executive,Single,No,34,4,3,60,3,2,2,4,1,6274,18686,1,786,22,4,3,80,0,6,5,3,6,5,1,4,304,No
Y,Travel_Rarely,Medical,Research & Development,Male,Manager,Married,Yes,55,4,3,78,3,5,2,1,1,19859,21199,5,787,13,3,4,80,1,24,2,3,5,2,1,4,725,Yes
Y,Non-Travel,Life Sciences,Sales,Male,Sales Executive,Single,No,36,1,4,76,2,3,8,1,1,7587,14229,1,789,15,3,2,80,0,10,1,3,10,7,0,9,1434,No
Y,Non-Travel,Medical,Research & Development,Male,Research Scientist,Married,No,52,4,4,41,3,1,19,4,1,4258,26589,0,791,18,3,1,80,1,5,3,3,4,3,1,2,715,No
Y,Travel_Frequently,Life Sciences,Research & Development,Female,Laboratory Technician,Divorced,No,26,1,2,71,1,1,1,4,1,4364,5288,3,792,14,3,1,80,1,5,2,3,2,2,2,0,575,No
Y,Travel_Rarely,Medical,Research & Development,Female,Healthcare Representative,Married,No,29,2,3,66,3,2,27,3,1,4335,25549,4,793,12,3,1,80,1,11,3,2,8,7,1,1,657,No
Y,Travel_Rarely,Technical Degree,Sales,Male,Sales Executive,Single,No,26,4,3,38,2,2,8,1,1,5326,3064,6,796,17,3,3,80,0,6,2,2,4,3,1,2,1146,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Single,No,34,2,4,72,4,1,1,4,1,3280,13551,2,797,16,3,3,80,0,10,2,3,4,2,1,3,182,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manufacturing Director,Divorced,Yes,54,4,4,95,3,2,19,1,1,5485,22670,9,799,11,3,2,80,2,9,4,3,5,3,1,4,376,No
Y,Travel_Frequently,Marketing,Sales,Male,Sales Executive,Married,No,27,3,1,84,3,2,8,4,1,4342,24008,0,800,19,3,2,80,1,5,3,3,4,2,1,1,829,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Divorced,Yes,37,4,1,82,3,1,10,1,1,2782,19905,0,802,13,3,2,80,2,6,3,2,5,3,4,3,571,No
Y,Travel_Frequently,Life Sciences,Research & Development,Female,Manufacturing Director,Single,Yes,38,1,4,75,4,2,2,1,1,5980,26085,6,803,12,3,4,80,0,17,2,3,15,7,4,12,240,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Single,No,34,3,4,86,2,1,2,1,1,4381,7530,1,804,11,3,3,80,0,6,3,3,6,5,1,3,121,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Representative,Married,No,35,1,4,72,3,1,8,4,1,2572,20317,1,805,16,3,2,80,1,3,1,2,3,2,0,2,384,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,30,4,3,38,1,1,1,3,1,3833,24375,3,806,21,4,3,80,2,7,2,3,2,2,0,2,921,No
Y,Travel_Frequently,Medical,Research & Development,Female,Healthcare Representative,Married,No,40,3,2,38,4,2,2,2,1,4244,9931,1,807,24,4,4,80,1,8,2,3,8,7,3,7,791,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Married,No,34,3,2,93,3,2,8,1,1,6500,13305,5,808,17,3,2,80,1,6,1,3,3,2,1,2,1111,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Manager,Divorced,No,42,2,3,66,3,5,8,4,1,18430,16225,1,809,13,3,2,80,1,24,4,2,24,7,14,9,570,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Married,Yes,23,3,3,63,4,1,6,1,1,1601,3445,1,811,21,4,3,80,2,1,2,3,0,0,0,0,1243,Yes
Y,Non-Travel,Life Sciences,Research & Development,Male,Laboratory Technician,Divorced,No,24,3,3,60,2,1,9,2,1,2694,26551,1,812,11,3,3,80,3,1,4,3,1,0,0,0,1092,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Laboratory Technician,Married,No,52,4,4,82,3,2,11,3,1,3149,21821,8,813,20,4,2,80,1,9,3,3,5,2,1,4,1325,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Married,No,50,3,3,64,3,4,2,3,1,17639,6881,5,815,16,3,4,80,0,30,3,3,4,3,0,3,691,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Laboratory Technician,Married,Yes,29,2,2,36,2,1,1,1,1,2319,6689,1,816,11,3,4,80,1,1,1,3,1,0,0,0,805,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Married,No,33,3,3,49,3,3,7,3,1,11691,25995,0,817,11,3,4,80,0,14,3,4,13,9,3,7,213,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Single,No,33,1,3,69,3,2,16,1,1,5324,26507,5,819,15,3,3,80,0,6,3,3,3,2,0,2,118,Yes
Y,Travel_Rarely,Other,Research & Development,Female,Manager,Married,Yes,47,3,2,33,3,4,2,4,1,16752,12982,1,820,11,3,3,80,1,26,3,2,26,14,3,0,202,No
Y,Travel_Rarely,Other,Research & Development,Female,Manufacturing Director,Married,No,36,3,3,35,3,2,1,2,1,5228,23361,0,823,15,3,1,80,1,10,2,3,9,7,0,5,676,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,No,29,3,2,81,4,1,23,3,1,2700,23779,1,824,24,4,3,80,1,10,3,3,10,7,0,7,1252,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Director,Single,Yes,58,4,4,31,3,5,2,2,1,19246,25761,7,825,12,3,4,80,0,40,2,3,31,15,13,8,286,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Single,No,35,4,4,40,4,1,1,3,1,2506,13301,3,826,13,3,3,80,0,7,0,3,2,2,2,2,1258,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Married,Yes,42,4,2,43,2,2,1,4,1,6062,4051,9,827,13,3,4,80,1,8,4,3,4,3,0,2,932,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Single,No,28,3,4,46,3,1,2,3,1,4382,16374,6,828,17,3,4,80,0,5,3,2,2,2,2,1,890,Yes
Y,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,36,3,3,36,3,1,13,2,1,2143,25527,4,829,13,3,2,80,1,8,2,3,5,2,0,4,1041,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Married,No,32,3,3,98,2,2,4,3,1,6162,19124,1,830,12,3,3,80,1,14,3,3,14,13,6,8,859,No
Y,Travel_Frequently,Medical,Research & Development,Male,Laboratory Technician,Single,No,40,1,4,51,2,2,16,3,1,5094,11983,6,832,14,3,4,80,0,10,6,3,1,0,0,0,720,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manufacturing Director,Single,Yes,30,3,3,52,2,2,2,4,1,6877,20234,5,833,24,4,2,80,0,12,4,2,0,0,0,0,946,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Single,No,45,2,3,95,2,1,2,3,1,2274,6153,1,834,14,3,4,80,0,1,3,3,1,0,0,0,252,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manufacturing Director,Married,No,42,2,3,98,3,2,29,2,1,4434,11806,1,836,13,3,4,80,1,10,3,2,9,8,7,8,933,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Healthcare Representative,Divorced,No,38,1,3,45,2,2,12,1,1,6288,4284,2,837,15,3,3,80,1,13,3,2,4,3,1,2,471,No
Y,Travel_Frequently,Life Sciences,Research & Development,Female,Research Scientist,Single,No,34,3,4,100,2,1,16,4,1,2553,8306,1,838,16,3,3,80,0,6,3,3,5,2,1,3,702,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Married,No,49,3,3,43,3,3,11,4,1,7654,5860,1,840,18,3,1,80,2,9,3,4,9,8,7,7,1184,Yes
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Single,No,55,3,1,37,3,2,2,4,1,5160,21519,4,842,16,3,3,80,0,12,3,2,9,7,7,3,436,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Director,Married,No,43,2,2,94,3,4,14,1,1,17159,5200,6,843,24,4,3,80,1,22,3,3,4,1,1,0,589,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Research Director,Divorced,Yes,27,3,1,42,2,3,5,4,1,12808,8842,1,844,16,3,2,80,1,9,3,3,9,8,0,8,269,No
Y,Travel_Rarely,Other,Research & Development,Male,Manufacturing Director,Single,No,35,3,3,59,3,3,7,3,1,10221,18869,3,845,21,4,2,80,0,17,3,4,8,5,1,6,950,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Married,Yes,28,2,4,81,3,2,2,2,1,4779,3698,1,846,20,4,1,80,0,8,2,3,8,7,7,5,760,No
Y,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,34,3,2,88,3,1,3,4,1,3737,2243,0,847,19,3,3,80,1,4,1,1,3,2,0,2,829,No
Y,Travel_Frequently,Medical,Research & Development,Female,Research Scientist,Married,Yes,26,3,2,88,2,1,5,3,1,2366,20898,1,848,14,3,1,80,1,8,2,3,8,7,1,7,887,Yes
Y,Non-Travel,Medical,Research & Development,Male,Research Scientist,Married,No,27,4,3,50,3,1,3,4,1,1706,16571,1,850,11,3,3,80,3,0,6,2,0,0,0,0,443,No
Y,Travel_Rarely,Marketing,Sales,Female,Manager,Married,No,51,1,4,66,3,4,26,3,1,16307,5594,2,851,14,3,3,80,1,29,2,2,20,6,4,17,1318,No
Y,Travel_Rarely,Medical,Research & Development,Male,Healthcare Representative,Single,No,44,4,3,50,3,2,4,2,1,5933,5197,9,852,12,3,4,80,0,10,2,2,5,2,2,3,625,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Single,No,25,1,1,65,4,1,2,1,1,3424,21632,7,854,13,3,3,80,0,6,3,2,4,3,0,1,180,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Divorced,No,33,1,3,48,4,2,1,1,1,4037,21816,1,855,22,4,1,80,1,9,5,3,9,8,0,8,586,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Single,No,35,3,1,53,2,1,27,1,1,2559,17852,1,856,11,3,4,80,0,6,3,2,6,5,1,1,1343,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Married,Yes,36,2,2,56,3,2,1,4,1,6201,2823,1,857,14,3,4,80,1,18,1,2,18,14,4,11,928,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Divorced,No,32,2,4,73,3,2,13,4,1,4403,9250,2,859,11,3,3,80,1,8,3,2,5,2,0,3,117,No
